ID,Title,Gross,Budget,Date,Genre,Director,RTRating,IMDBRating,IMDBVotes
1061,16 to Life,10744.0,1000000.0,2010,Romantic Comedy,,,,
1062,16 Blocks,65595141.0,45000000.0,2006,Action,Richard Donner,5.5,6.7,41207.0
1063,One Man's Hero,229311.0,18000000.0,1999,,,,5.7,627.0
1064,First Daughter,10419084.0,30000000.0,2004,Romantic Comedy,Forest Whitaker,0.8,4.7,6839.0
1065,2012,766812167.0,200000000.0,2009,Action,Roland Emmerich,3.9,6.2,396.0
1066,2046,19202856.0,12000000.0,2005,Drama,Wong Kar-wai,,7.5,19431.0
1067,20 Dates,541636.0,66000.0,1999,Comedy,,,4.9,1423.0
1068,21,157852532.0,35000000.0,2008,Thriller/Suspense,Robert Luketic,3.5,6.7,60918.0
1069,21 Grams,60448701.0,20000000.0,2003,Drama,Alejandro Gonzalez Inarritu,8.1,7.9,77910.0
1070,25th Hour,23928503.0,4500000.0,2002,Drama,Spike Lee,7.8,7.9,58781.0
1071,28 Days,62063972.0,43000000.0,2000,Comedy,Betty Thomas,3.0,5.8,17937.0
1072,28 Days Later...,82719885.0,15000000.0,2003,Horror,Danny Boyle,8.9,7.6,103525.0
1073,28 Weeks Later,64238440.0,15000000.0,2007,Horror,,,7.1,69558.0
1074,Two Brothers,39925603.0,72000000.0,2004,Drama,Jean-Jacques Annaud,7.7,6.0,127.0
1075,Cop Out,44875481.0,37000000.0,2010,Comedy,Kevin Smith,1.9,5.7,16520.0
1076,Two Lovers,11549034.0,12000000.0,2009,Drama,James Gray,,7.3,10325.0
1077,2 For the Money,27848418.0,20000000.0,2005,Drama,D.J. Caruso,,,
1078,Secondhand Lions,47855342.0,30000000.0,2003,Drama,,6.0,7.5,19040.0
1079,Two Can Play That Game,22391450.0,13000000.0,2001,Romantic Comedy,,4.3,5.6,2370.0
1080,Two Weeks Notice,199043309.0,60000000.0,2002,Romantic Comedy,,4.2,5.8,35515.0
1081,300,456068181.0,60000000.0,2007,Action,Zack Snyder,6.0,7.8,235508.0
1082,30 Days of Night,75066323.0,30000000.0,2007,Horror,,4.9,6.6,52518.0
1083,Three Kings,107752036.0,48000000.0,1999,Action,David O. Russell,9.4,7.3,68726.0
1084,3000 Miles to Graceland,18708848.0,62000000.0,2001,Drama,,1.4,5.6,20094.0
1085,3 Strikes,9821335.0,4000000.0,2000,Comedy,,,2.9,905.0
1086,3:10 to Yuma,69791889.0,48000000.0,2007,Western,James Mangold,8.9,7.9,98355.0
1087,40 Days and 40 Nights,95092667.0,17000000.0,2002,Romantic Comedy,Michael Lehmann,3.8,5.4,27912.0
1088,The 40 Year-old Virgin,177339049.0,26000000.0,2005,Comedy,Judd Apatow,,7.5,94557.0
1089,Four Brothers,92494381.0,30000000.0,2005,Drama,John Singleton,5.2,6.8,38311.0
1090,Four Christmases,163546040.0,80000000.0,2008,Comedy,Seth Gordon,2.5,5.7,14690.0
1091,The Four Feathers,29882645.0,35000000.0,2002,Drama,Shekhar Kapur,4.1,6.3,13204.0
1092,The Fourth Kind,41826604.0,10000000.0,2009,Thriller/Suspense,,1.7,6.0,16107.0
1093,"4 luni, 3 saptamani si 2 zile",4723542.0,900000.0,2008,Drama,,,,
1094,50 First Dates,196376832.0,75000000.0,2004,Romantic Comedy,Peter Segal,4.4,6.8,64701.0
1095,Six-String Samurai,134624.0,2000000.0,1998,,,6.0,6.4,3462.0
1096,The 6th Day,96024898.0,82000000.0,2000,Action,Roger Spottiswoode,4.0,5.8,32606.0
1097,Seven Pounds,166617328.0,54000000.0,2008,Drama,Gabriele Muccino,2.7,7.6,62718.0
1098,88 Minutes,32955399.0,30000000.0,2008,Thriller/Suspense,Jon Avnet,0.5,5.9,31205.0
1099,Eight Below,120612565.0,40000000.0,2006,Adventure,Frank Marshall,7.1,7.3,17717.0
1100,Eight Legged Freaks,17266505.0,30000000.0,2002,Comedy,,4.7,5.4,18173.0
1101,8 Mile,242924075.0,41000000.0,2002,Drama,Curtis Hanson,7.4,6.7,55877.0
1102,8 femmes,42376425.0,8000000.0,2002,Musical,,,7.0,13631.0
1103,9,46603791.0,30000000.0,2009,Adventure,Shane Acker,,7.8,1488.0
1104,Nine Queens,12412889.0,1500000.0,2002,Drama,,,,
1105,The Whole Ten Yards,26323969.0,30000000.0,2004,Comedy,Howard Deutch,0.4,5.1,20807.0
1106,The Whole Nine Yards,85262492.0,24000000.0,2000,Comedy,,4.5,6.6,42928.0
1107,About a Boy,129949664.0,27000000.0,2002,Romantic Comedy,Paul Weitz,9.3,7.4,48875.0
1108,A Bug's Life,363109485.0,45000000.0,1998,Adventure,John Lasseter,9.1,7.3,56866.0
1109,Abandon,12219367.0,25000000.0,2002,Thriller/Suspense,,1.7,4.8,5361.0
1110,Absolute Power,50068310.0,50000000.0,1997,Thriller/Suspense,Clint Eastwood,4.6,6.5,20154.0
1111,Tristram Shandy: A Cock and Bull Story,3061763.0,4750000.0,2006,Comedy,Michael Winterbottom,,,
1112,Adoration,294244.0,4000000.0,2009,,Atom Egoyan,,6.3,1437.0
1113,Adaptation,22498520.0,18500000.0,2002,Comedy,Spike Jonze,9.1,7.9,67135.0
1114,Anything Else,13203044.0,18000000.0,2003,Romantic Comedy,Woody Allen,4.0,6.4,13010.0
1115,Antwone Fisher,23367586.0,12500000.0,2002,Drama,Denzel Washington,7.9,7.3,13258.0
1116,Aeon Flux,47953341.0,55000000.0,2005,Action,,1.0,8.1,1193.0
1117,After the Sunset,38329114.0,57000000.0,2004,Action,Brett Ratner,1.8,6.2,19793.0
1118,A Good Year,42064105.0,35000000.0,2006,Drama,Ridley Scott,2.4,6.8,23149.0
1119,Agora,32912303.0,70000000.0,2010,Drama,,,7.3,10054.0
1120,Air Bud,27555061.0,3000000.0,1997,Comedy,Charles Martin Smith,4.5,4.6,4698.0
1121,Air Force One,315268353.0,85000000.0,1997,Action,Wolfgang Petersen,7.8,6.3,61394.0
1122,Akeelah and the Bee,18948425.0,8000000.0,2006,Drama,,8.3,7.6,8245.0
1123,All the King's Men,9521458.0,55000000.0,2006,Drama,Steven Zaillian,1.1,6.0,11994.0
1124,The Alamo,23911362.0,92000000.0,2004,Western,,3.0,5.9,10063.0
1125,All About the Benjamins,25873145.0,14000000.0,2002,Comedy,Kevin Bray,2.9,5.3,4366.0
1126,Albino Alligator,353480.0,5000000.0,1997,Drama,Kevin Spacey,,5.9,4377.0
1127,Sweet Home Alabama,163379330.0,38000000.0,2002,Comedy,Andy Tennant,3.7,5.8,29891.0
1128,Fat Albert,48563556.0,45000000.0,2004,Comedy,Joel Zwick,2.1,4.0,4801.0
1129,Alice in Wonderland,1023291110.0,200000000.0,2010,Adventure,Tim Burton,5.1,6.7,63458.0
1130,Alfie,35195939.0,40000000.0,2004,Comedy,Charles Shyer,4.9,6.1,20769.0
1131,It's All Gone Pete Tong,1470620.0,2000000.0,2005,Drama,,,7.3,7631.0
1132,Ali,84383966.0,109000000.0,2001,Drama,Michael Mann,6.7,6.6,31785.0
1133,Alien: Resurrection,160700000.0,60000000.0,1997,Action,Jean-Pierre Jeunet,,6.2,66141.0
1134,Alien,203630630.0,9000000.0,1979,Horror,Ridley Scott,9.7,8.5,180387.0
1135,A Lot Like Love,47835784.0,25000000.0,2005,Comedy,,4.1,6.4,17929.0
1136,All the Pretty Horses,18120267.0,45000000.0,2000,Western,Billy Bob Thornton,3.2,5.7,6511.0
1137,Almost Famous,47371191.0,60000000.0,2000,Comedy,Cameron Crowe,8.8,8.0,94424.0
1138,Evan Almighty,173219280.0,175000000.0,2007,Comedy,Tom Shadyac,2.3,5.5,43164.0
1139,Bruce Almighty,485004995.0,81000000.0,2003,Comedy,Tom Shadyac,4.8,6.6,92494.0
1140,All or Nothing,184255.0,9000000.0,2002,Drama,Mike Leigh,,,
1141,Alone in the Dark,8178569.0,20000000.0,2005,Horror,Uwe Boll,0.1,2.3,26028.0
1142,Alpha and Omega 3D,10115431.0,20000000.0,2010,Adventure,,,6.2,83.0
1143,Along Came a Spider,105159085.0,28000000.0,2001,Thriller/Suspense,Lee Tamahori,3.2,6.1,22994.0
1144,The Dangerous Lives of Altar Boys,1779284.0,12000000.0,2002,Drama,,7.7,6.9,7943.0
1145,Alatriste,22860477.0,28000000.0,2007,Adventure,,,5.9,4944.0
1146,Alvin and the Chipmunks,360578644.0,55000000.0,2007,Comedy,Tim Hill,2.7,5.5,19200.0
1147,Alex & Emma,15358583.0,30000000.0,2003,Drama,Rob Reiner,1.1,5.4,6539.0
1148,Alexander,167297191.0,155000000.0,2004,Adventure,Oliver Stone,1.6,5.4,59498.0
1149,El Crimen de Padre,5719000.0,1800000.0,2002,Drama,,,,
1150,American Beauty,356258047.0,15000000.0,1999,Drama,Sam Mendes,8.9,8.6,292562.0
1151,An American Carol,7013191.0,20000000.0,2008,Comedy,David Zucker,1.2,4.5,6000.0
1152,American Dreamz,16510971.0,17000000.0,2006,Black Comedy,Paul Weitz,4.0,5.7,15097.0
1153,Amelia,19722782.0,40000000.0,2009,Drama,Mira Nair,2.1,5.7,3238.0
1154,Le Fabuleux destin d'AmÃˆlie Poulain,174201661.0,10350000.0,2001,Comedy,Jean-Pierre Jeunet,,8.5,181085.0
1155,American History X,6719864.0,10000000.0,1998,Drama,,8.3,8.6,224857.0
1156,American Gangster,265697825.0,100000000.0,2007,Drama,Ridley Scott,7.9,7.9,114060.0
1157,An American Haunting,27844063.0,14000000.0,2006,Horror,,1.2,4.9,13510.0
1158,Amistad,44212592.0,40000000.0,1997,Drama,Steven Spielberg,7.7,7.1,28477.0
1159,AimÃˆe & Jaguar,927107.0,6800000.0,2000,Drama,,,7.2,2974.0
1160,Amores Perros,20883834.0,2000000.0,2001,Drama,Alejandro Gonzalez Inarritu,,8.1,61083.0
1161,American Pie 2,286500000.0,30000000.0,2001,Comedy,,5.2,6.2,66751.0
1162,American Wedding,126425115.0,55000000.0,2003,Comedy,,5.6,6.1,52210.0
1163,American Pie,234800000.0,12000000.0,1999,Comedy,Paul Weitz,5.9,6.9,106624.0
1164,American Psycho,28674417.0,8000000.0,2000,Black Comedy,Mary Harron,6.6,7.4,99424.0
1165,American Splendor,7978681.0,2000000.0,2003,Drama,,9.4,7.6,23686.0
1166,America's Sweethearts,157627733.0,46000000.0,2001,Romantic Comedy,,3.2,5.7,26899.0
1167,The Amityville Horror,108047131.0,18500000.0,2005,Horror,,2.4,5.8,26303.0
1168,Anacondas: The Hunt for the Blood Orchid,70326393.0,25000000.0,2004,Horror,Dwight H. Little,,4.3,9565.0
1169,Anaconda,136998907.0,45000000.0,1997,Horror,,3.8,4.2,29430.0
1170,Anastasia,139801410.0,53000000.0,1997,Musical,Don Bluth,8.5,6.6,16513.0
1171,Anchorman: The Legend of Ron Burgundy,89366354.0,25000000.0,2004,Comedy,Adam McKay,,7.0,78249.0
1172,Angels & Demons,485975846.0,150000000.0,2009,Thriller/Suspense,Ron Howard,3.5,6.7,60114.0
1173,Angela's Ashes,13038660.0,25000000.0,1999,Drama,Alan Parker,5.2,7.0,10185.0
1174,Angel Eyes,24044532.0,38000000.0,2001,Drama,,3.2,5.5,11089.0
1175,Anger Management,195660942.0,56000000.0,2003,Comedy,Peter Segal,4.3,6.1,57088.0
1176,A Night at the Roxbury,30331165.0,17000000.0,1998,Comedy,,1.1,5.7,23259.0
1177,The Animal,55762229.0,22000000.0,2001,Comedy,Luke Greenfield,3.0,4.6,18601.0
1178,Anna and the King,39251128.0,75000000.0,1999,Drama,Andy Tennant,5.1,6.5,14881.0
1179,Analyze That,54994757.0,60000000.0,2002,Comedy,Harold Ramis,2.7,5.6,24090.0
1180,Analyze This,176885658.0,30000000.0,1999,Comedy,Harold Ramis,6.8,6.6,52894.0
1181,The Ant Bully,55181129.0,45000000.0,2006,Adventure,,6.3,6.2,7766.0
1182,Antitrust,10965209.0,30000000.0,2001,Thriller/Suspense,,2.5,6.0,16263.0
1183,Marie Antoinette,60862471.0,40000000.0,2006,Drama,Sofia Coppola,5.5,6.4,31877.0
1184,Antz,152457863.0,60000000.0,1998,Adventure,Tim Johnson,9.5,6.8,37343.0
1185,Anywhere But Here,18653615.0,23000000.0,1999,Drama,Wayne Wang,6.4,5.9,8514.0
1186,Appaloosa,26111394.0,20000000.0,2008,Western,Ed Harris,7.6,6.8,22836.0
1187,Apocalypto,117785051.0,40000000.0,2006,Adventure,Mel Gibson,6.4,7.9,82162.0
1188,Pieces of April,3284124.0,300000.0,2003,Comedy,,8.5,7.2,12153.0
1189,The Apostle,21277770.0,5000000.0,1997,Drama,Robert Duvall,9.1,7.1,7757.0
1190,Aquamarine,22978953.0,17000000.0,2006,Comedy,,5.2,4.6,9116.0
1191,Ararat,1693000.0,15500000.0,2002,Drama,Atom Egoyan,5.6,6.6,6763.0
1192,Are We There Yet?,97918663.0,20000000.0,2005,Romantic Comedy,Brian Levant,1.2,4.2,8740.0
1193,Arlington Road,24419219.0,21500000.0,1999,Thriller/Suspense,,6.0,7.2,36051.0
1194,Armageddon,554600000.0,140000000.0,1998,Adventure,Michael Bay,4.2,6.1,194.0
1195,Hey Arnold! The Movie,13684949.0,10000000.0,2002,Adventure,,3.0,5.3,1629.0
1196,Against the Ropes,6429865.0,39000000.0,2004,Drama,Charles S. Dutton,1.2,5.2,3547.0
1197,King Arthur,203877963.0,90000000.0,2004,Adventure,Antoine Fuqua,3.1,6.2,53106.0
1198,Arthur et les Minimoys,110102340.0,80000000.0,2006,Adventure,Luc Besson,,5.9,7626.0
1199,Artificial Intelligence: AI,235900000.0,90000000.0,2001,Drama,Steven Spielberg,,6.9,91901.0
1200,The Art of War,30199105.0,40000000.0,2000,Thriller/Suspense,Christian Duguay,1.6,5.5,12484.0
1201,Astro Boy,44093014.0,65000000.0,2009,Adventure,David Bowers,,6.4,5265.0
1202,A Serious Man,30710147.0,7000000.0,2009,Comedy,Joel Coen,8.8,7.2,32396.0
1203,The Astronaut Farmer,11003643.0,13000000.0,2007,Drama,Michael Polish,,6.4,10506.0
1204,As Good as it Gets,314111923.0,50000000.0,1997,Romantic Comedy,James L. Brooks,8.5,7.8,92240.0
1205,A Single Man,19112672.0,7000000.0,2009,Drama,,8.5,7.6,14548.0
1206,A Simple Plan,16316273.0,17000000.0,1998,Drama,Sam Raimi,9.0,7.6,29095.0
1207,Assault On Precinct 13,36040895.0,30000000.0,2005,Action,,6.0,7.4,13456.0
1208,The Astronaut's Wife,10672566.0,34000000.0,1999,Thriller/Suspense,,1.6,4.9,20259.0
1209,The A-Team,176047914.0,110000000.0,2010,Action,Joe Carnahan,4.7,7.2,29886.0
1210,At First Sight,22365133.0,40000000.0,1999,Drama,,3.3,5.6,6872.0
1211,Aqua Teen Hunger Force: The Movie,5520368.0,750000.0,2007,Comedy,,,,
1212,ATL,21170563.0,17000000.0,2006,Comedy,,6.3,4.7,5480.0
1213,Atlantis: The Lost Empire,186049020.0,90000000.0,2001,Adventure,Gary Trousdale,,6.4,15552.0
1214,Hearts in Atlantis,30885781.0,31000000.0,2001,Drama,,4.9,6.8,16336.0
1215,Autumn in New York,90717684.0,40000000.0,2000,Drama,Joan Chen,2.1,4.8,9309.0
1216,Atonement,129425746.0,30000000.0,2007,Drama,Joe Wright,8.3,7.9,75491.0
1217,The Rules of Attraction,11799060.0,4000000.0,2002,Black Comedy,,4.4,6.7,26634.0
1218,August Rush,65627510.0,25000000.0,2007,Drama,,3.7,7.5,28650.0
1219,Across the Universe,29367143.0,45000000.0,2007,Musical,,5.3,7.5,45611.0
1220,Austin Powers: The Spy Who Shagged Me,309600000.0,35000000.0,1999,Comedy,Jay Roach,,6.6,81005.0
1221,Austin Powers in Goldmember,292738626.0,63000000.0,2002,Comedy,Jay Roach,5.4,6.2,69140.0
1222,Austin Powers: International Man of Mystery,67683989.0,18000000.0,1997,Comedy,Jay Roach,,7.1,74487.0
1223,Australia,207482792.0,78000000.0,2008,Drama,Baz Luhrmann,5.4,6.8,38089.0
1224,Auto Focus,2703821.0,7000000.0,2002,Drama,Paul Schrader,7.2,6.6,7236.0
1225,Avatar,2767891499.0,237000000.0,2009,Action,James Cameron,8.3,8.3,261439.0
1226,The Avengers,48585416.0,60000000.0,1998,Action,,1.5,3.4,21432.0
1227,The Aviator,214608827.0,110000000.0,2004,Drama,Martin Scorsese,8.8,7.6,85740.0
1228,AVP: Alien Vs. Predator,172543519.0,70000000.0,2004,Horror,Paul Anderson,,5.4,63019.0
1229,Around the World in 80 Days,72004159.0,110000000.0,2004,Adventure,Frank Coraci,3.0,5.6,21516.0
1230,Awake,30757745.0,8600000.0,2007,Thriller/Suspense,,2.4,6.5,26076.0
1231,And When Did You Last See Your Father?,2476491.0,8000000.0,2008,Drama,,,6.8,1798.0
1232,Away We Go,10108016.0,21000000.0,2009,Comedy,Sam Mendes,6.6,7.3,14929.0
1233,Don't Say a Word,104488383.0,50000000.0,2001,Thriller/Suspense,,2.3,6.1,22157.0
1234,Babe: Pig in the City,69131860.0,80000000.0,1998,Adventure,George Miller,6.1,6.1,9918.0
1235,Babel,135302837.0,20000000.0,2006,Drama,Alejandro Gonzalez Inarritu,6.9,7.6,95122.0
1236,Babylon A.D.,70216497.0,45000000.0,2008,Action,Mathieu Kassovitz,0.7,5.3,27189.0
1237,My Baby's Daddy,17322212.0,12000000.0,2004,Comedy,,,4.0,2010.0
1238,Super Babies: Baby Geniuses 2,9109322.0,20000000.0,2004,Comedy,,,1.4,10886.0
1239,Baby Geniuses,27151490.0,13000000.0,1999,Comedy,,0.2,2.2,9038.0
1240,Bad Boys II,272940870.0,130000000.0,2003,Action,Michael Bay,2.4,6.2,58002.0
1241,Bad Company,69157016.0,70000000.0,2002,Action,Joel Schumacher,1.0,5.3,17901.0
1242,La mala educaciÃ›n,40311842.0,5000000.0,2004,Drama,Pedro Almodovar,,7.5,21756.0
1243,Bad Lieutenant: Port of Call New Orleans,8162545.0,25000000.0,2009,Drama,Werner Herzog,8.7,,
1244,The Bad News Bears,33500620.0,35000000.0,2005,Comedy,Richard Linklater,,7.1,7749.0
1245,Burn After Reading,163415735.0,37000000.0,2008,Black Comedy,Joel Coen,7.8,7.2,92553.0
1246,Bait,15471969.0,35000000.0,2000,Action,Antoine Fuqua,2.6,5.6,5143.0
1247,Boys and Girls,21799652.0,16000000.0,2000,Romantic Comedy,,1.1,4.9,7779.0
1248,Black and White,5241315.0,10000000.0,2000,Drama,James Toback,,6.6,452.0
1249,Bangkok Dangerous,46598133.0,45000000.0,2008,Action,Oxide Pang Chun,0.9,5.4,20931.0
1250,The Banger Sisters,38067218.0,10000000.0,2002,Comedy,,4.7,5.5,7435.0
1251,Les invasions barbares,8460000.0,5000000.0,2003,Drama,,,7.8,14322.0
1252,Barney's Great Adventure,11156471.0,15000000.0,1998,Adventure,,,2.1,1456.0
1253,Basic Instinct 2,35417162.0,70000000.0,2006,Thriller/Suspense,Michael Caton-Jones,0.7,3.9,16784.0
1254,Basic,42598498.0,50000000.0,2003,Thriller/Suspense,John McTiernan,2.1,6.3,25960.0
1255,Batman Begins,372353017.0,150000000.0,2005,Action,Christopher Nolan,8.4,8.3,270641.0
1256,Battlefield Earth: A Saga of the Year 3000,29725663.0,80000000.0,2000,Action,,,2.3,39316.0
1257,The Dark Knight,1022345358.0,185000000.0,2008,Action,Christopher Nolan,9.3,8.9,465000.0
1258,Bats,10155691.0,6500000.0,1999,Horror,,1.7,3.3,5565.0
1259,The Battle of Shaker Heights,280351.0,1000000.0,2003,Comedy,,4.3,6.1,2524.0
1260,Baby Boy,28734552.0,16000000.0,2001,Drama,John Singleton,6.9,6.1,4485.0
1261,The Curious Case of Benjamin Button,329809326.0,160000000.0,2008,Drama,David Fincher,7.2,8.0,137120.0
1262,Baby Mama,64391484.0,,2008,Comedy,,6.3,6.1,16128.0
1263,Bless the Child,40435694.0,40000000.0,2000,Thriller/Suspense,Chuck Russell,0.3,4.8,7765.0
1264,The Bachelor,36882378.0,21000000.0,1999,Romantic Comedy,,0.9,4.8,9030.0
1265,The Broken Hearts Club: A Romantic Comedy,2022442.0,1000000.0,2000,Comedy,,,6.6,3731.0
1266,Be Cool,94849401.0,75000000.0,2005,Comedy,F. Gary Gray,3.0,5.6,32082.0
1267,Big Daddy,234779795.0,30000000.0,1999,Comedy,Dennis Dugan,4.0,4.7,48.0
1268,Bedazzled,90376224.0,48000000.0,2000,Comedy,Harold Ramis,4.9,5.9,30946.0
1269,Body of Lies,108394666.0,67500000.0,2008,Thriller/Suspense,Ridley Scott,5.2,7.2,53921.0
1270,Blood Diamond,171377916.0,100000000.0,2006,Action,Edward Zwick,6.2,8.0,118925.0
1271,Mr. Bean's Holiday,229736344.0,25000000.0,2007,Comedy,,5.0,6.0,28950.0
1272,Beautiful,3134509.0,9000000.0,2000,Drama,Sally Field,1.5,4.4,2238.0
1273,Beavis and Butt-head Do America,63118386.0,12000000.0,1996,Comedy,Mike Judge,7.1,6.6,22918.0
1274,Bend it Like Beckham,76583333.0,5000000.0,2003,Drama,Gurinder Chadha,,6.9,41052.0
1275,In the Bedroom,43430604.0,1700000.0,2001,Drama,Todd Field,9.3,7.5,20888.0
1276,Bee Movie,287594577.0,150000000.0,2007,Comedy,Steve Hickner,5.1,6.3,30575.0
1277,Artie Lange's Beer League,475000.0,2800000.0,2006,Comedy,,,,
1278,Being John Malkovich,32382381.0,13000000.0,1999,Black Comedy,Spike Jonze,9.2,7.9,113568.0
1279,Behind Enemy Lines,58855732.0,40000000.0,2001,Action,,3.6,6.1,32575.0
1280,Bella,9220041.0,3300000.0,2007,Drama,,,7.3,6562.0
1281,Beloved,22852487.0,53000000.0,1998,Drama,Jonathan Demme,7.7,5.3,102.0
1282,Les Triplettes de Belleville,14440113.0,2000000.0,2003,Musical,,,7.7,19761.0
1283,Beyond the Mat,2047570.0,500000.0,1999,Documentary,,8.2,7.2,4067.0
1284,The Benchwarmers,64843754.0,35000000.0,2006,Comedy,Dennis Dugan,1.2,5.4,17824.0
1285,The Last Airbender,290191957.0,150000000.0,2010,Adventure,M. Night Shyamalan,0.7,4.4,16600.0
1286,Beowulf,194995215.0,150000000.0,2007,Adventure,Robert Zemeckis,7.0,6.6,62513.0
1287,The Importance of Being Earnest,8378141.0,15000000.0,2002,Comedy,,5.8,6.7,9345.0
1288,Beauty Shop,38351350.0,25000000.0,2005,Comedy,Bille Woodruff,3.8,5.3,5468.0
1289,Better Luck Tomorrow,3809226.0,250000.0,2003,Drama,Justin Lin,,7.1,5959.0
1290,Big Fat Liar,52375275.0,15000000.0,2002,Comedy,Shawn Levy,4.3,5.2,9877.0
1291,Big Fish,123432867.0,70000000.0,2003,Drama,Tim Burton,7.7,8.1,141099.0
1292,Before Sunset,11293790.0,2000000.0,2004,Drama,Richard Linklater,9.5,8.0,45535.0
1293,The Big Hit,27066941.0,13000000.0,1998,Action,,4.1,5.8,14157.0
1294,Birthday Girl,8130727.0,13000000.0,2002,Romantic Comedy,,,6.0,13366.0
1295,The Big Lebowski,46189568.0,15000000.0,1998,Comedy,Joel Coen,7.8,8.2,177960.0
1296,Big Momma's House,173559438.0,33000000.0,2000,Comedy,Raja Gosnell,3.0,4.7,21318.0
1297,Black Hawk Down,173638745.0,95000000.0,2001,Action,Ridley Scott,7.6,7.7,98653.0
1298,Eye of the Beholder,18260865.0,15000000.0,2000,Thriller/Suspense,,,4.6,9992.0
1299,The Big Bounce,6626115.0,50000000.0,2004,Comedy,,,4.8,9195.0
1300,Big Trouble,8488871.0,45000000.0,2002,Comedy,Barry Sonnenfeld,4.8,6.3,11610.0
1301,Billy Elliot,109280263.0,5000000.0,2000,Drama,Stephen Daldry,8.5,7.7,38403.0
1302,Bicentennial Man,87420776.0,90000000.0,1999,Drama,Chris Columbus,3.8,6.4,28827.0
1303,Birth,14603001.0,20000000.0,2004,Drama,,3.9,6.3,25.0
1304,Becoming Jane,37304637.0,16500000.0,2007,Romantic Comedy,,5.8,7.0,15167.0
1305,Bridget Jones: The Edge Of Reason,263894551.0,50000000.0,2004,Romantic Comedy,,,5.6,26325.0
1306,Bridget Jones's Diary,281527158.0,25000000.0,2001,Romantic Comedy,,8.0,6.8,58213.0
1307,The Bank Job,63060660.0,20000000.0,2008,Thriller/Suspense,Roger Donaldson,7.9,7.5,50848.0
1308,Blade,131237688.0,45000000.0,1998,Action,Stephen Norrington,5.5,7.0,64896.0
1309,The Blair Witch Project,248300000.0,600000.0,1999,Horror,,8.5,6.2,87629.0
1310,Blast from the Past,26613620.0,35000000.0,1999,Comedy,Hugh Wilson,6.0,6.4,23243.0
1311,Blade 2,154338601.0,54000000.0,2002,Action,Guillermo Del Toro,,5.5,90.0
1312,Blade: Trinity,132397389.0,65000000.0,2004,Action,David Goyer,,5.7,42477.0
1313,Blades of Glory,145594548.0,61000000.0,2007,Comedy,,6.9,6.5,51929.0
1314,The Blind Side,301759475.0,35000000.0,2009,Drama,,6.6,7.7,42320.0
1315,Blood Work,26199517.0,50000000.0,2002,Thriller/Suspense,Clint Eastwood,5.4,6.3,16751.0
1316,Zwartboek,4398392.0,22000000.0,2007,Thriller/Suspense,Paul Verhoeven,,8.0,27288.0
1317,Black Christmas,16235738.0,9000000.0,2006,Horror,,1.5,4.3,10424.0
1318,Black Snake Moan,9396870.0,15000000.0,2007,Drama,,6.6,7.1,28145.0
1319,Black Water Transit,0.0,35000000.0,2008,Drama,,,,
1320,Blindness,14542658.0,25000000.0,2008,Thriller/Suspense,Fernando Meirelles,4.2,6.6,25508.0
1321,"Legally Blonde 2: Red, White & Blonde",125339088.0,25000000.0,2003,Comedy,,,,
1322,Legally Blonde,141743426.0,18000000.0,2001,Comedy,Robert Luketic,6.7,6.2,44128.0
1323,Blood and Wine,1083350.0,26000000.0,1997,Thriller/Suspense,Bob Rafelson,6.1,6.1,4761.0
1324,Blow,83282296.0,30000000.0,2001,Drama,Ted Demme,5.4,7.4,70218.0
1325,Ballistic: Ecks vs. Sever,14294842.0,70000000.0,2002,Action,,,3.4,11112.0
1326,Blue Crush,51327420.0,30000000.0,2002,Drama,,6.2,5.5,11699.0
1327,Bamboozled,2373937.0,10000000.0,2000,Drama,Spike Lee,4.7,6.3,5958.0
1328,A Beautiful Mind,316708996.0,78000000.0,2001,Drama,Ron Howard,7.8,8.0,126067.0
1329,Big Momma's House 2,137047376.0,40000000.0,2006,Comedy,,0.6,4.0,11368.0
1330,The Boondock Saints,250000.0,7000000.0,2000,Action,,1.9,7.8,86172.0
1331,Bandidas,10496317.0,35000000.0,2006,Western,,6.2,5.6,12103.0
1332,Bandits,71523271.0,75000000.0,2001,Comedy,Barry Levinson,6.3,6.5,30732.0
1333,Bobby,20597806.0,14000000.0,2006,Drama,Emilio Estevez,4.6,7.1,23262.0
1334,The Book of Eli,146452390.0,80000000.0,2010,Action,,4.7,6.9,47733.0
1335,Boogeyman,67192859.0,20000000.0,2005,Horror,,1.3,3.9,13901.0
1336,Bolt,313953579.0,150000000.0,2008,Comedy,,8.8,7.4,32473.0
